footprint_sqm,perimeter,floors,finish_grade,is_coastal,terrain,road_access,plot_area,bathroom_count,room_count,concrete_m3,steel_kg,brickwork_m3,floor_area_sqm,wall_plaster_sqm,door_count,window_count,concrete_per_sqm,steel_to_concrete_ratio,opening_to_wall_ratio,perimeter_to_area_ratio,terrain_encoded,road_access_encoded,finish_grade_encoded,roof_type_encoded,direct_cost_lkr,grand_total_lkr
350.0,99.7,1.0,mid,0.0,rocky,paved,453.9,2.0,3,77.697,8546.7,131.588,350.0,634.09,6.0,6.0,0.2219914285714286,110.00038611529403,0.04465152397592701,0.28485714285714286,3.0,0.0,1.0,1.0,15178130.94,16831653.7
158.0,69.6,1.0,economy,1.0,flat,gravel,131.7,4.0,3,43.436,4778.0,72.848,158.0,434.3,7.0,5.0,0.2749113924050633,110.00092089511004,0.06031600340916541,0.440506329113924,0.0,1.0,0.0,0.0,8406467.58,11813862.36
143.2,55.8,2.0,luxury,0.0,hilly,none,122.4,2.0,4,57.12,6283.2,114.147,286.4,780.42,8.0,10.0,0.19944134078212292,110.0,0.05469028652954465,0.19483240223463688,2.0,3.0,2.0,1.0,12184097.28,21972601.84
145.6,64.9,2.0,mid,1.0,flat,none,236.5,2.0,4,61.71,6788.1,149.342,291.2,895.62,7.0,8.0,0.21191620879120882,110.0,0.041287203360419335,0.22287087912087916,0.0,3.0,1.0,2.0,13268873.73,20831513.73
124.3,51.9,2.0,mid,1.0,hilly,paved,117.8,2.0,2,50.86,5594.6,110.439,248.6,689.23,5.0,4.0,0.20458567980691875,110.00000000000001,0.03151068623272241,0.2087691069991955,2.0,0.0,1.0,0.0,10582960.64,16475250.67
106.5,42.2,1.0,luxury,0.0,flat,paved,933.5,1.0,2,27.67,3043.7,49.506,106.5,284.47,5.0,5.0,0.25981220657277,109.99999999999999,0.0896371643477922,0.3962441314553991,0.0,0.0,2.0,1.0,5661753.86,7571151.65
131.9,58.1,1.0,luxury,1.0,flat,paved,150.8,1.0,6,36.369,4000.6,60.063,131.9,403.85,9.0,14.0,0.27573161485974224,110.00027495944347,0.13074641621354424,0.4404852160727824,0.0,0.0,2.0,1.0,7705245.18,12368479.9
78.4,46.9,2.0,mid,1.0,flat,paved,157.7,3.0,6,37.511,4126.2,81.022,156.8,619.08,10.0,12.0,0.2392283163265306,109.9997334115326,0.08165109486695392,0.29910714285714285,0.0,0.0,1.0,1.0,8497058.82,13986357.56
113.9,58.9,3.0,luxury,0.0,sloped,paved,80.0,2.0,4,66.626,7328.9,151.426,341.70000000000005,1042.71,8.0,10.0,0.19498390400936494,110.00060036622338,0.04283408517154327,0.17237342698273336,1.0,0.0,2.0,3.0,14484600.32,18227419.41
77.5,47.2,2.0,mid,0.0,flat,paved,142.6,1.0,6,37.178,4089.6,93.723,155.0,590.94,8.0,12.0,0.239858064516129,110.00053795255259,0.07831653500408609,0.3045161290322581,0.0,0.0,1.0,3.0,8509390.85,12187646.49
75.4,43.3,1.0,mid,1.0,flat,gravel,231.8,1.0,6,24.24,2666.4,44.495,75.4,298.77,8.0,12.0,0.3214854111405835,110.00000000000001,0.1468569421830604,0.5742705570291776,0.0,1.0,1.0,3.0,5326791.68,6516665.62
130.8,53.9,2.0,economy,0.0,flat,paved,257.5,2.0,3,53.643,5900.7,116.721,261.6,748.13,5.0,5.0,0.20505733944954127,109.99944074716178,0.029242740171896455,0.20603975535168192,0.0,0.0,0.0,2.0,11078114.82,14704786.57
106.1,51.3,1.0,economy,1.0,flat,paved,285.8,1.0,5,30.594,3365.3,48.852,106.1,313.96,6.0,8.0,0.28835061262959477,109.99869255409557,0.10198264394755177,0.4835061262959472,0.0,0.0,0.0,0.0,6025383.42,7247138.79
86.9,49.0,1.0,mid,1.0,hilly,gravel,290.9,2.0,4,27.759,3053.5,40.52,86.9,339.08,7.0,8.0,0.31943613348676636,110.00036024352463,0.11026239253411742,0.5638665132336018,2.0,1.0,1.0,2.0,5527686.14,6042143.07
188.0,64.8,1.0,mid,0.0,flat,paved,1038.6,2.0,3,45.809,5039.0,77.965,188.0,439.34,6.0,6.0,0.24366489361702126,110.00021829771443,0.06151514476118306,0.3446808510638298,0.0,0.0,1.0,3.0,9095906.82,11715872.6
87.5,45.0,1.0,mid,0.0,flat,none,297.5,1.0,4,26.416,2905.8,40.089,87.5,306.0,6.0,8.0,0.30189714285714286,110.0015142337977,0.10355029585798818,0.5142857142857142,0.0,3.0,1.0,2.0,5310989.31,7926244.83
80.6,41.0,1.0,mid,0.0,sloped,paved,425.3,1.0,5,23.983,2638.1,32.675,80.6,249.28,7.0,10.0,0.2975558312655087,109.99874911395571,0.15519568151147098,0.5086848635235732,1.0,0.0,1.0,1.0,4917913.6,6677676.31
151.5,61.2,3.0,luxury,1.0,flat,paved,360.6,1.0,7,83.028,9133.1,162.022,454.5,1272.35,10.0,17.0,0.1826798679867987,110.00024088259381,0.05264407181973856,0.13465346534653466,0.0,0.0,2.0,1.0,17752931.33,22539794.77
54.4,29.9,1.0,mid,1.0,flat,paved,504.6,3.0,8,16.881,1856.9,28.854,54.4,179.4,12.0,16.0,0.3103125,109.99940761803211,0.34869240348692404,0.5496323529411764,0.0,0.0,1.0,1.0,4407166.46,5544152.1
93.3,50.5,2.0,mid,0.0,flat,track,135.2,2.0,3,42.779,4705.7,103.686,186.6,684.78,6.0,6.0,0.22925509110396572,110.0002337595549,0.04376506406190537,0.27063236870310825,0.0,2.0,1.0,2.0,9368573.44,12931368.41
97.8,53.1,2.0,mid,0.0,flat,paved,342.4,2.0,7,44.327,4876.0,80.212,195.6,609.59,10.0,14.0,0.22662065439672802,110.00067678841339,0.09665896196679975,0.27147239263803685,0.0,0.0,1.0,0.0,9361539.58,12959368.76
86.8,44.8,1.0,mid,0.0,flat,none,318.8,2.0,3,25.983,2858.1,41.097,86.8,260.74,6.0,6.0,0.29934331797235025,109.99884539891467,0.11453707930447773,0.5161290322580645,0.0,3.0,1.0,1.0,5154629.12,6949553.52
198.6,77.3,1.0,mid,0.0,hilly,paved,431.8,4.0,3,50.91,5600.1,79.405,198.6,445.25,8.0,6.0,0.2563444108761329,110.00000000000001,0.07073347538606858,0.3892245720040282,2.0,0.0,1.0,0.0,9900302.34,13924184.36
137.1,60.3,1.0,economy,0.0,hilly,paved,575.1,4.0,7,37.695,4146.4,53.708,137.1,375.07,11.0,12.0,0.274945295404814,109.99867356413317,0.13486984677357672,0.43982494529540483,2.0,0.0,0.0,3.0,7688305.15,8697150.48
78.0,38.0,1.0,mid,1.0,sloped,paved,460.4,3.0,6,22.783,2506.1,46.608,78.0,260.68,10.0,12.0,0.2920897435897436,109.99868322872317,0.18574942182739254,0.48717948717948717,1.0,0.0,1.0,0.0,5468471.3,6878794.64
268.2,73.3,1.0,mid,1.0,flat,gravel,351.6,2.0,6,58.219,6404.1,82.657,268.2,416.34,9.0,12.0,0.2170730797912006,110.00017176523129,0.11483321842086494,0.273303504847129,0.0,1.0,1.0,1.0,11526207.49,18291929.86
106.7,54.4,3.0,mid,0.0,flat,paved,403.3,3.0,6,62.192,6841.1,135.779,320.1,926.98,10.0,12.0,0.19428928459856293,109.99967841523026,0.05720422813860155,0.1699468915963761,0.0,0.0,1.0,3.0,13446551.55,16478327.03
124.2,60.1,2.0,economy,0.0,flat,paved,184.8,3.0,3,53.571,5892.8,92.198,248.4,680.33,6.0,5.0,0.21566425120772945,109.99981333184,0.03869625732246371,0.24194847020933977,0.0,0.0,0.0,2.0,10333278.21,12990785.68
106.2,52.9,4.0,mid,0.0,flat,paved,805.0,2.0,5,77.855,8564.1,213.939,424.8,1366.94,8.0,10.0,0.18327448210922787,110.00064221951062,0.0326696811155039,0.1245291902071563,0.0,0.0,1.0,0.0,17612686.34,20283921.78
137.0,58.0,1.0,economy,1.0,flat,paved,576.2,1.0,7,37.065,4077.1,62.149,137.0,397.88,8.0,12.0,0.2705474452554744,109.99865101848106,0.12140406439693852,0.4233576642335766,0.0,0.0,0.0,1.0,7642670.08,11337847.03
172.6,73.3,1.0,mid,0.0,flat,gravel,472.3,2.0,7,46.374,5101.1,74.006,172.6,432.47,10.0,14.0,0.26867902665121673,109.99913744770777,0.12777186241377717,0.4246813441483198,0.0,1.0,1.0,1.0,9324476.93,9454681.3
143.5,61.9,1.0,economy,0.0,flat,paved,298.1,2.0,5,38.889,4277.8,51.922,143.5,371.4,7.0,8.0,0.2710034843205575,110.00025714212245,0.09881422924901186,0.4313588850174216,0.0,0.0,0.0,2.0,7375023.62,12671106.27
120.6,46.6,4.0,mid,0.0,sloped,paved,510.0,2.0,5,82.147,9036.2,212.924,482.4,1260.06,8.0,10.0,0.1702881426202322,110.00036519897257,0.03261280564658432,0.09660033167495855,1.0,0.0,1.0,2.0,18249029.12,25139643.25
50.0,38.2,1.0,mid,1.0,flat,paved,297.8,2.0,2,19.243,2116.7,35.362,50.0,246.01,5.0,4.0,0.38486,109.99844099152939,0.08831811588019456,0.764,0.0,0.0,1.0,2.0,3920436.74,6605023.98
111.2,42.4,1.0,mid,1.0,sloped,paved,580.8,1.0,6,28.323,3115.5,51.037,111.2,273.06,8.0,12.0,0.25470323741007195,109.99894079017054,0.17663773903694033,0.38129496402877694,1.0,0.0,1.0,1.0,6250418.69,8854760.08
194.6,71.0,3.0,mid,1.0,flat,paved,235.5,3.0,3,103.664,11403.0,207.774,583.8,1482.48,7.0,6.0,0.17756766015758824,109.99961413798425,0.02170142039062557,0.12161699212058925,0.0,0.0,1.0,1.0,21101667.33,28800540.94
50.0,36.1,1.0,luxury,0.0,flat,gravel,276.7,3.0,4,18.623,2048.5,32.467,50.0,245.62,9.0,10.0,0.37246,109.9983890887612,0.19121379189638577,0.722,0.0,1.0,2.0,2.0,4330612.22,6806190.64
61.8,37.5,1.0,mid,0.0,sloped,gravel,473.5,2.0,5,20.499,2254.9,34.141,61.8,240.0,8.0,10.0,0.3316990291262136,110.00048782867458,0.18181818181818182,0.6067961165048544,1.0,1.0,1.0,1.0,4489897.47,6027653.91
104.1,51.9,2.0,economy,0.0,sloped,paved,273.7,2.0,6,45.226,4974.9,99.956,208.2,593.74,8.0,10.0,0.217223823246878,110.0008844469995,0.06996552423443521,0.24927953890489915,1.0,0.0,0.0,2.0,9638925.31,12416506.75
124.9,51.4,1.0,economy,1.0,hilly,paved,345.8,4.0,5,33.229,3655.2,48.325,124.9,355.69,9.0,8.0,0.26604483586869493,110.0003009419483,0.1160857431268927,0.41152922337870296,2.0,0.0,0.0,0.0,6814495.23,10676991.29
113.9,51.6,3.0,luxury,1.0,sloped,none,653.9,4.0,7,64.268,7069.5,134.727,341.70000000000005,1037.01,14.0,17.0,0.1880831138425519,110.00031119686314,0.07079030976965847,0.151009657594381,1.0,3.0,2.0,1.0,14565626.88,23147163.02
178.7,56.0,1.0,luxury,1.0,flat,paved,307.1,3.0,5,41.263,4538.9,54.949,178.7,337.51,10.0,12.0,0.2309065472859541,109.99927295640161,0.16055846422338568,0.31337437045327365,0.0,0.0,2.0,0.0,8495741.95,13189314.91
151.6,61.7,2.0,mid,0.0,sloped,gravel,391.5,2.0,5,61.536,6769.0,135.311,303.2,797.16,8.0,10.0,0.20295514511873353,110.00065002600104,0.0491692300383615,0.20349604221635886,1.0,1.0,1.0,0.0,13129472.51,18049150.98
166.3,58.2,1.0,mid,0.0,flat,gravel,557.4,2.0,2,40.477,4452.5,60.868,166.3,350.36,5.0,4.0,0.24339747444377627,110.00074116164737,0.057809925433574445,0.34996993385447983,0.0,1.0,1.0,1.0,7799150.08,12593588.72
138.5,54.5,2.0,mid,1.0,sloped,gravel,946.8,3.0,5,54.867,6035.4,105.533,277.0,616.94,9.0,10.0,0.1980758122743682,110.00054677675105,0.07208723049768233,0.1967509025270758,1.0,1.0,1.0,3.0,11400013.31,17803345.64
110.2,43.3,2.0,mid,1.0,flat,paved,463.3,1.0,3,43.651,4801.6,85.658,220.4,509.21,5.0,6.0,0.19805353901996373,109.99977091017388,0.05316466336051105,0.1964609800362976,0.0,0.0,1.0,1.0,8853073.41,9991378.93
153.4,68.4,3.0,mid,1.0,flat,gravel,141.2,3.0,7,86.382,9502.0,186.37,460.20000000000005,1268.14,11.0,14.0,0.18770534550195567,109.99976847028316,0.04693341169172503,0.14863102998696218,0.0,1.0,1.0,2.0,18422003.71,29365579.21
103.1,43.8,1.0,luxury,0.0,flat,track,227.4,1.0,4,27.826,3060.9,48.887,103.1,312.73,7.0,10.0,0.26989330746847723,110.0014375044922,0.13135351227869788,0.4248302618816683,0.0,2.0,2.0,2.0,6015005.18,9360285.92
216.3,73.7,3.0,mid,0.0,flat,gravel,379.7,3.0,4,112.25,12347.5,277.17,648.9000000000001,1397.35,8.0,8.0,0.1729850516258283,110.0,0.02691002691002691,0.11357682231468638,0.0,1.0,1.0,1.0,23914509.31,34448792.81
154.0,69.4,2.0,mid,0.0,flat,paved,745.8,2.0,4,64.878,7136.6,152.264,308.0,857.78,7.0,8.0,0.21064285714285713,110.00030827090848,0.03916538007447099,0.22532467532467534,0.0,0.0,1.0,1.0,13805455.87,16593591.92
80.7,36.9,3.0,mid,0.0,flat,paved,398.2,2.0,6,45.904,5049.4,121.789,242.10000000000002,708.48,9.0,12.0,0.189607600165221,109.99912861624257,0.06866354861180217,0.1524163568773234,0.0,0.0,1.0,1.0,10754060.29,18624234.96
130.6,50.9,1.0,mid,0.0,rocky,paved,401.3,3.0,3,33.703,3707.3,61.057,130.6,337.98,7.0,6.0,0.25806278713629405,109.99910987152478,0.09595019575123548,0.389739663093415,3.0,0.0,1.0,1.0,6988026.37,8697392.04
156.5,60.7,2.0,mid,0.0,flat,paved,476.4,1.0,4,62.207,6842.8,107.415,313.0,745.4,6.0,8.0,0.1987444089456869,110.00048226083881,0.04676018704074816,0.1939297124600639,0.0,0.0,1.0,1.0,12286820.35,14925668.91
119.0,43.8,4.0,luxury,0.0,flat,gravel,310.4,1.0,7,79.39,8732.9,187.316,476.0,1173.66,10.0,17.0,0.1667857142857143,110.0,0.05346672750910484,0.09201680672268907,0.0,1.0,2.0,1.0,17855336.45,29781386.36
213.1,69.1,1.0,mid,1.0,hilly,paved,350.2,1.0,4,50.002,5500.2,81.25,213.1,404.93,6.0,8.0,0.23464101360863446,109.99960001599935,0.078890631125049,0.32426091037071797,2.0,0.0,1.0,1.0,9800291.84,12757951.18
200.8,75.7,2.0,mid,0.0,sloped,paved,506.4,1.0,4,78.357,8619.3,118.989,401.6,866.01,6.0,8.0,0.19511205179282867,110.00038286304988,0.039931050732275944,0.18849601593625498,1.0,0.0,1.0,2.0,14861136.38,21093308.75
111.8,59.1,2.0,luxury,0.0,flat,gravel,416.5,1.0,3,49.99,5498.9,93.081,223.6,722.32,6.0,7.0,0.22356887298747766,109.99999999999999,0.04251688588695343,0.26431127012522365,0.0,1.0,2.0,0.0,10199163.9,18610333.14
60.0,39.5,2.0,mid,1.0,sloped,none,1127.7,2.0,4,29.878,3286.6,71.075,120.0,502.44,7.0,8.0,0.24898333333333333,110.00066938884798,0.07021757271080536,0.32916666666666666,1.0,3.0,1.0,2.0,6826867.2,14208624.42
209.4,71.7,1.0,mid,1.0,flat,paved,627.2,1.0,5,50.275,5530.3,61.586,209.4,412.99,7.0,10.0,0.24009073543457496,110.00099453008454,0.0899491591709034,0.3424068767908309,0.0,0.0,1.0,2.0,9428361.22,10631191.14
154.9,63.3,1.0,luxury,0.0,flat,gravel,134.1,3.0,5,40.607,4466.8,58.716,154.9,377.52,10.0,12.0,0.26214977404777273,110.00073878887878,0.13700855626556915,0.4086507424144609,0.0,1.0,2.0,2.0,8374376.45,11931801.81
112.4,48.7,1.0,mid,1.0,flat,paved,758.3,2.0,4,30.456,3350.2,49.289,112.4,275.64,7.0,8.0,0.2709608540925267,110.0013133701077,0.1193111080370729,0.4332740213523132,0.0,0.0,1.0,1.0,6235538.43,7866007.31
216.9,81.0,2.0,mid,0.0,flat,paved,271.9,2.0,4,85.423,9396.5,154.45,433.8,1056.24,7.0,8.0,0.19691793453204243,109.99964880652752,0.03263553205376823,0.18672199170124482,0.0,0.0,1.0,1.0,16927035.39,23660194.15
239.4,62.4,1.0,economy,0.0,flat,paved,290.1,2.0,4,51.002,5610.2,77.162,239.4,370.66,6.0,7.0,0.21304093567251461,109.99960785851535,0.07718519283390986,0.2606516290726817,0.0,0.0,0.0,1.0,9870076.93,13266783.0
157.3,52.7,1.0,mid,0.0,flat,none,716.1,4.0,4,37.467,4121.4,51.611,157.3,305.66,9.0,8.0,0.2381881754609027,110.00080070462006,0.13164983164983166,0.3350286077558805,0.0,3.0,1.0,1.0,7688814.08,11824048.91
123.7,61.7,2.0,mid,1.0,flat,gravel,718.4,1.0,7,53.942,5933.6,100.735,247.4,700.91,9.0,14.0,0.21803556992724332,109.9996292313967,0.07281787272702245,0.2493936944219887,0.0,1.0,1.0,2.0,11228921.34,20471750.62
117.1,55.0,1.0,mid,1.0,sloped,paved,543.2,2.0,5,33.09,3639.9,53.671,117.1,312.4,8.0,10.0,0.28257899231426137,109.99999999999999,0.135236664162284,0.4696840307429548,1.0,0.0,1.0,1.0,6741307.39,7744010.51
56.2,41.8,1.0,economy,0.0,flat,gravel,793.1,1.0,6,21.131,2324.4,29.147,56.2,247.46,7.0,10.0,0.3759964412811388,109.99952676162984,0.1686071582578698,0.7437722419928825,0.0,1.0,0.0,1.0,4294155.26,5250411.72
86.5,37.4,1.0,mid,1.0,sloped,paved,238.4,1.0,5,23.446,2579.1,33.237,86.5,222.16,7.0,10.0,0.2710520231213873,110.00170604793993,0.1736851457000711,0.4323699421965318,1.0,0.0,1.0,3.0,4934592.51,6262900.52
122.0,53.1,3.0,mid,0.0,sloped,paved,1284.6,1.0,4,68.633,7549.6,143.794,366.0,1073.68,6.0,8.0,0.18752185792349726,109.99956289248614,0.030780113370231236,0.14508196721311475,1.0,0.0,1.0,2.0,14346078.72,20403301.48
72.1,45.1,2.0,mid,0.0,flat,none,811.1,2.0,4,35.07,3857.7,75.856,144.2,544.81,7.0,8.0,0.24320388349514566,110.0,0.06711278839046027,0.3127600554785021,0.0,3.0,1.0,1.0,7611360.26,9855506.47
88.9,38.9,1.0,luxury,0.0,flat,gravel,806.8,2.0,4,24.368,2680.5,40.024,88.9,272.03,8.0,10.0,0.2741057367829021,110.00082074852266,0.15288035450516987,0.4375703037120359,0.0,1.0,2.0,2.0,5365208.06,5512057.28
79.9,37.8,1.0,mid,0.0,flat,paved,153.2,1.0,5,22.752,2502.7,35.457,79.9,226.04,7.0,10.0,0.2847559449311639,109.99912095639944,0.18759295686801325,0.4730913642052565,0.0,0.0,1.0,1.0,4836921.86,6475276.4
118.5,56.9,3.0,luxury,0.0,hilly,paved,379.0,2.0,6,68.418,7526.0,175.707,355.5,1114.84,10.0,14.0,0.19245569620253167,110.0002923207343,0.049774122866340254,0.160056258790436,2.0,0.0,2.0,1.0,15738172.93,29293179.09
130.5,50.6,1.0,economy,0.0,flat,paved,193.5,4.0,2,33.536,3689.0,51.969,130.5,325.86,6.0,3.0,0.2569808429118774,110.0011927480916,0.06635678794678634,0.38773946360153255,0.0,0.0,0.0,2.0,6594156.03,11950954.07
64.6,36.5,3.0,mid,1.0,sloped,gravel,429.5,2.0,5,39.788,4376.7,95.716,193.79999999999998,707.37,8.0,10.0,0.20530443756449948,110.00050266411984,0.05769471967891634,0.18833849329205368,1.0,1.0,1.0,1.0,9154055.68,9696204.23
73.5,34.9,1.0,mid,0.0,flat,none,471.2,2.0,4,20.868,2295.5,31.943,73.5,199.63,7.0,8.0,0.28391836734693876,110.00095840521374,0.17833143802336401,0.4748299319727891,0.0,3.0,1.0,1.0,4444253.7,6144471.67
126.9,57.9,1.0,mid,0.0,flat,paved,535.2,1.0,5,35.647,3921.2,56.398,126.9,377.51,7.0,10.0,0.2809062253743105,110.00084158554716,0.102315844563653,0.4562647754137116,0.0,0.0,1.0,1.0,7118214.66,7988833.86
116.4,59.5,2.0,economy,0.0,hilly,gravel,443.1,1.0,4,51.542,5669.6,103.376,232.8,737.8,5.0,7.0,0.22140034364261169,109.99961196693958,0.03934426229508197,0.2555841924398625,2.0,1.0,0.0,0.0,10347388.93,12534850.58
169.2,67.3,2.0,economy,0.0,flat,paved,302.4,3.0,3,68.076,7488.4,125.674,338.4,888.36,6.0,5.0,0.20117021276595745,110.00058757858864,0.028134556574923548,0.19887706855791962,0.0,0.0,0.0,0.0,13434453.5,15520150.79
83.5,47.0,1.0,economy,1.0,sloped,none,269.8,1.0,5,26.412,2905.3,48.98,83.5,302.68,6.0,8.0,0.31631137724550895,109.9992427684386,0.11081285704453163,0.562874251497006,1.0,3.0,0.0,1.0,5416955.9,8560331.05
116.7,59.4,1.0,economy,1.0,sloped,track,475.2,2.0,2,34.615,3807.7,49.169,116.7,354.02,4.0,3.0,0.2966152527849186,110.001444460494,0.044667628454111645,0.5089974293059125,1.0,2.0,0.0,0.0,6285346.3,8917017.04
129.2,47.2,1.0,mid,0.0,sloped,track,267.6,1.0,3,32.003,3520.3,40.941,129.2,274.7,5.0,6.0,0.2477012383900929,109.99906258788239,0.08705825677024191,0.36532507739938086,1.0,2.0,1.0,3.0,6144361.98,9265573.05
148.8,51.6,1.0,economy,1.0,flat,gravel,373.6,2.0,6,36.188,3980.7,50.334,148.8,342.62,8.0,10.0,0.2431989247311828,110.00055266939316,0.1255991748073539,0.34677419354838707,0.0,1.0,0.0,1.0,7257314.82,9598568.79
94.1,40.5,1.0,economy,0.0,flat,paved,271.7,1.0,7,25.584,2814.2,40.159,94.1,255.96,8.0,12.0,0.27188097768331565,109.99843652282676,0.19234789880827935,0.4303931987247609,0.0,0.0,0.0,0.0,5428486.14,8184235.02
158.1,68.0,2.0,mid,0.0,flat,gravel,162.8,1.0,2,65.555,7211.0,140.66,316.2,851.36,4.0,4.0,0.20732131562302344,109.99923728167187,0.02128348679035766,0.21505376344086022,0.0,1.0,1.0,1.0,13332460.54,17218132.75
104.0,44.5,1.0,luxury,0.0,sloped,gravel,739.8,2.0,5,28.055,3086.1,45.318,104.0,273.81,9.0,12.0,0.2697596153846154,110.00178221350917,0.1926836079307456,0.42788461538461536,1.0,1.0,2.0,0.0,6117157.38,9222724.74
104.6,45.4,1.0,mid,0.0,flat,paved,529.1,2.0,5,28.365,3120.1,41.613,104.6,260.6,8.0,10.0,0.2711759082217973,109.99823726423409,0.16574585635359115,0.43403441682600385,0.0,0.0,1.0,1.0,5826251.78,7584431.07
61.7,31.8,1.0,mid,0.0,flat,paved,305.6,4.0,7,18.534,2038.7,28.309,61.7,220.06,12.0,14.0,0.3003889789303079,109.99784180425165,0.27859305846727234,0.5153970826580226,0.0,0.0,1.0,3.0,4671403.52,7077896.18
161.4,65.8,1.0,mid,0.0,sloped,gravel,178.0,2.0,6,42.344,4657.8,57.527,161.4,377.69,9.0,12.0,0.2623543990086741,109.99905535613074,0.13588026782197715,0.40768277571251543,1.0,1.0,1.0,0.0,8267393.54,12896383.55
103.5,44.6,1.0,mid,1.0,flat,paved,298.0,2.0,5,28.099,3090.9,38.911,103.5,272.95,8.0,10.0,0.271487922705314,110.00035588455106,0.14637250742469243,0.43091787439613527,0.0,0.0,1.0,2.0,5783571.97,9179265.92
105.3,41.6,1.0,mid,1.0,sloped,paved,634.4,2.0,4,27.166,2988.3,36.289,105.3,239.62,7.0,8.0,0.2579867046533713,110.00147242877127,0.14909248055315472,0.39506172839506176,1.0,0.0,1.0,1.0,5459815.94,8654781.46
102.0,50.9,2.0,luxury,0.0,flat,paved,306.9,4.0,5,44.439,4888.3,103.979,204.0,617.82,12.0,12.0,0.21783823529411764,110.00022502756588,0.08879023307436183,0.24950980392156863,0.0,0.0,2.0,0.0,10274063.87,24552685.78
147.5,52.5,1.0,luxury,1.0,flat,gravel,671.4,1.0,7,36.444,4008.8,66.696,147.5,361.62,10.0,17.0,0.24707796610169494,109.99890242563933,0.1711026615969582,0.3559322033898305,0.0,1.0,2.0,1.0,8160855.04,11508153.92
128.2,60.4,1.0,luxury,0.0,flat,paved,129.0,1.0,5,36.66,4032.6,51.204,128.2,402.08,8.0,12.0,0.2859594383775351,110.00000000000001,0.1242470896469762,0.4711388455538222,0.0,0.0,2.0,2.0,7353943.55,9244909.66
62.6,32.4,2.0,mid,0.0,flat,paved,230.7,2.0,6,28.248,3107.3,71.609,125.2,440.64,9.0,12.0,0.22562300319488818,110.00070801472671,0.1170426733225095,0.25878594249201275,0.0,0.0,1.0,2.0,6909527.04,6333830.63
93.6,43.8,1.0,mid,1.0,flat,paved,407.3,2.0,6,26.443,2908.7,43.848,93.6,265.43,9.0,12.0,0.2825106837606838,109.99886548424912,0.17992847563701386,0.46794871794871795,0.0,0.0,1.0,1.0,5730780.67,6196463.68
95.0,39.5,1.0,luxury,1.0,hilly,paved,267.8,3.0,6,25.387,2792.6,43.081,95.0,289.5,12.0,14.0,0.26723157894736843,110.00118170717296,0.20511765109418947,0.41578947368421054,2.0,0.0,2.0,3.0,6084195.33,8329048.8
78.1,41.6,3.0,mid,0.0,hilly,track,508.2,3.0,6,46.703,5137.3,111.819,234.29999999999998,776.26,10.0,12.0,0.19932991890738372,109.99935764297797,0.06650019713497174,0.1775501493811353,2.0,2.0,1.0,1.0,10745315.84,16436358.68
234.1,73.4,1.0,luxury,1.0,hilly,gravel,416.0,2.0,4,54.339,5977.3,98.441,234.1,494.79,8.0,10.0,0.23211875266979923,110.00018402988646,0.08750052838483324,0.31354122170012816,2.0,1.0,2.0,1.0,11211322.88,16285969.23
183.7,65.0,1.0,mid,0.0,rocky,none,326.0,2.0,3,45.314,4984.5,76.931,183.7,438.1,6.0,6.0,0.24667392487751771,109.99911727060069,0.06606031594064146,0.3538377789874796,3.0,3.0,1.0,3.0,9009115.65,11095505.16
259.2,74.2,1.0,economy,0.0,flat,paved,391.0,3.0,6,57.659,6342.5,76.03,259.2,467.46,9.0,10.0,0.22244984567901235,110.00017343346225,0.09418509418509417,0.2862654320987655,0.0,0.0,0.0,1.0,11119302.14,12587260.5
131.9,62.3,1.0,economy,0.0,flat,none,905.9,2.0,5,37.701,4147.1,65.97,131.9,396.23,7.0,8.0,0.2858301743745261,109.99973475504629,0.09258513807261896,0.4723275208491281,0.0,3.0,0.0,1.0,7527113.73,11401649.62
149.6,67.0,1.0,mid,0.0,flat,none,877.9,2.0,6,41.542,4569.6,65.477,149.6,434.16,9.0,12.0,0.2776871657754011,109.99951855953012,0.11845784078088979,0.44786096256684493,0.0,3.0,1.0,1.0,8389970.94,10405828.9
73.9,38.8,1.0,mid,1.0,hilly,gravel,345.6,2.0,6,22.34,2457.4,38.884,73.9,238.23,9.0,12.0,0.3023004059539919,110.0,0.2116564417177914,0.5250338294993233,2.0,1.0,1.0,2.0,5077019.14,6667519.07
143.5,54.2,2.0,economy,0.0,hilly,none,333.2,1.0,5,56.756,6243.2,107.643,287.0,728.45,6.0,8.0,0.19775609756097562,110.00070477130171,0.04340734150254108,0.18885017421602787,2.0,3.0,0.0,3.0,11348295.68,15700533.67
105.9,44.4,1.0,mid,0.0,sloped,gravel,876.3,2.0,8,28.28,3110.8,40.888,105.9,262.85,11.0,16.0,0.26704438149197357,110.0,0.2279903076584184,0.4192634560906515,1.0,1.0,1.0,1.0,6268318.21,9169566.22
86.6,45.6,2.0,mid,1.0,rocky,paved,562.6,1.0,6,39.31,4324.1,79.649,173.2,623.81,8.0,12.0,0.2269630484988453,110.0,0.07549894957983194,0.2632794457274827,3.0,0.0,1.0,1.0,8606423.04,11927505.86
110.3,55.7,1.0,mid,0.0,flat,track,615.2,2.0,4,32.505,3575.6,47.31,110.3,325.29,7.0,8.0,0.2946962828649139,110.00153822488846,0.1030619865571322,0.5049864007252947,0.0,2.0,1.0,1.0,6325029.89,8584190.9
